blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueGoldDiff,redWardsPlaced,redWardsDestroyed,redDragons,redHeralds,redTowersDestroyed,redTotalMinionsKilled,redTotalJungleMinionsKilled
1,12,3,0,8,7,1,0,0,219,38,-438,20,7,0,0,0,245,43
0,51,10,1,7,5,0,0,0,247,45,1547,23,5,0,0,0,210,58
0,12,2,1,5,6,1,0,0,228,56,-566,15,4,0,0,0,229,55
1,11,1,1,6,4,0,0,0,204,52,1418,12,1,1,0,0,194,55
1,23,4,1,9,7,0,0,0,222,57,2556,19,3,1,0,0,170,53
0,26,3,0,1,8,0,1,0,231,44,-4107,20,6,1,0,0,234,60
1,12,1,1,6,11,1,0,0,204,48,-2536,13,0,0,0,0,218,48
1,18,2,1,10,7,1,0,1,212,68,3471,19,1,0,0,0,197,55
1,19,3,1,3,5,1,0,0,221,60,196,29,2,0,1,0,202,52
0,16,1,1,3,8,0,0,0,193,48,-2433,17,3,0,0,0,223,43
0,13,1,1,7,8,0,0,0,167,45,-1352,19,6,1,0,0,220,41
1,13,7,0,8,5,1,0,0,233,66,1715,16,1,0,0,0,198,57
1,14,1,1,9,4,0,0,0,235,51,3634,20,4,0,0,0,223,47
0,15,1,1,8,6,0,0,0,206,40,801,14,1,0,0,0,223,48
0,13,3,1,5,5,0,0,0,224,45,-1047,14,3,0,0,0,251,54
0,14,3,0,5,7,0,0,0,180,45,-1575,14,0,1,0,0,193,50
0,16,2,0,8,9,1,0,0,186,59,-867,12,4,0,0,0,212,44
0,11,0,0,6,15,0,0,0,158,43,-6105,11,0,0,0,1,223,64
0,14,2,0,5,9,1,0,0,211,44,-2080,17,4,0,0,0,247,44
1,35,3,0,5,3,1,1,0,241,48,322,22,23,0,0,0,236,63
1,39,1,1,7,4,0,0,0,245,60,2105,22,14,0,0,0,205,52
0,15,2,0,9,3,0,0,0,215,56,1873,16,1,1,0,0,249,56
1,18,2,1,11,3,1,0,0,226,60,3294,38,4,0,0,0,218,44
0,12,2,0,2,6,0,0,0,225,43,-3045,14,3,1,1,0,261,40
0,17,3,0,6,10,1,0,0,202,40,-1307,19,2,0,0,0,201,43
0,13,4,0,5,4,0,0,0,261,60,1116,17,1,1,0,0,221,60
1,13,1,1,9,10,0,0,0,216,35,24,16,3,0,1,0,204,52
1,17,3,0,7,4,1,0,0,239,60,707,37,2,0,0,0,198,52
0,21,4,0,2,9,0,0,0,199,40,-4681,18,4,1,0,0,230,51
0,11,1,0,4,8,0,0,0,204,52,-3924,15,1,1,1,1,254,76
0,15,3,0,1,4,0,0,0,232,55,-844,38,2,1,0,0,230,64
0,13,1,0,2,9,0,1,0,238,53,-2368,16,2,1,0,0,201,48
0,12,0,1,1,8,0,0,0,196,52,-3789,14,2,0,0,0,223,52
0,22,6,1,3,8,0,0,0,221,48,-2798,17,3,1,1,1,215,60
1,15,2,1,11,6,1,0,0,227,70,3387,37,4,0,0,0,187,45
0,16,5,0,4,5,0,0,0,242,58,-758,16,3,1,1,0,229,52
0,16,4,0,3,10,0,0,0,201,44,-3203,18,4,0,0,0,212,36
1,21,5,1,5,1,1,1,0,244,65,3246,24,2,0,0,0,219,54
1,14,1,0,8,11,0,0,0,186,50,-1412,14,3,1,0,0,208,38
1,16,5,1,9,1,0,0,0,239,60,3502,17,5,0,0,0,214,52
0,80,1,0,1,7,0,0,0,215,43,-2884,35,0,1,0,0,239,66
1,16,0,1,12,6,1,1,0,197,60,2479,22,2,0,0,0,203,44
1,15,1,1,8,5,0,0,0,224,60,1835,19,1,1,1,0,186,60
0,14,2,0,1,11,0,0,0,199,60,-5479,14,1,0,0,0,226,44
0,17,5,0,5,11,0,0,0,232,40,-1957,20,3,1,1,0,188,52
0,15,2,1,9,6,1,1,0,239,37,1949,12,1,0,0,0,214,58
0,167,1,1,5,8,0,0,0,206,52,-1729,18,2,1,1,0,209,64
1,20,0,1,10,5,1,0,1,194,48,3112,16,1,0,0,0,189,52
0,37,4,0,3,6,0,1,0,240,48,-1462,18,0,1,0,0,245,54
1,15,1,1,12,6,0,0,0,216,55,3293,13,3,0,0,0,210,37
0,18,2,0,3,7,0,0,0,224,53,-1723,16,4,1,0,0,216,64
0,102,0,0,2,10,0,0,0,164,50,-5199,16,2,1,0,0,245,47
0,49,2,1,4,4,0,1,0,243,60,441,14,1,1,0,0,251,60
1,28,1,1,12,7,0,0,0,214,55,2994,11,3,1,0,0,175,50
0,15,5,1,10,11,0,0,0,212,46,850,15,1,1,0,0,174,42
1,19,4,0,11,6,0,1,0,212,46,1227,17,4,0,0,0,169,41
0,13,2,0,0,4,0,0,0,225,64,-1936,12,3,1,0,0,236,56
1,14,3,0,13,3,1,0,0,214,40,3330,16,1,0,0,0,209,42
1,13,6,1,8,8,1,0,0,229,44,-271,15,4,0,0,0,232,44
1,15,3,1,8,2,1,1,0,216,55,3249,12,0,0,0,0,231,60
1,19,4,0,10,5,0,0,0,203,43,1227,38,7,0,0,0,218,40
0,11,1,0,8,8,1,0,0,177,52,-1260,11,2,0,0,0,209,56
0,15,2,1,4,6,1,0,0,204,46,-1631,48,2,0,0,0,239,40
1,15,2,0,5,3,1,0,0,245,49,517,14,4,0,0,0,213,78
1,13,1,1,8,6,1,1,1,199,46,2258,42,0,0,0,0,211,50
0,39,0,1,9,7,0,0,0,181,41,416,13,3,1,0,0,231,42
1,85,6,1,6,3,1,1,0,254,71,4633,16,2,0,0,0,192,33
0,16,2,1,4,6,1,0,0,230,64,-816,64,1,0,0,0,224,52
0,14,3,0,3,4,0,0,0,252,60,-390,19,4,1,0,0,258,51
1,12,2,0,6,10,0,1,0,190,47,-2888,12,2,1,0,0,231,42
1,14,1,1,4,2,0,0,0,236,47,1284,17,3,1,0,0,204,64
0,43,2,0,5,7,1,0,0,216,65,-1437,12,22,0,0,0,259,48
0,18,4,0,7,8,1,0,0,159,32,-1012,18,1,0,0,0,192,42
0,12,3,0,11,9,1,0,0,167,46,202,14,0,0,1,0,203,42
1,19,5,1,6,2,1,0,0,263,64,2944,21,6,0,0,0,232,44
1,12,5,0,13,7,1,0,0,215,68,3614,18,3,0,1,0,192,46
1,20,3,0,11,5,1,0,1,245,47,4733,124,1,0,0,0,182,52
0,16,4,0,7,12,0,0,0,162,48,-4369,20,2,1,0,0,242,45
0,17,4,0,4,13,0,0,0,198,44,-4562,18,3,0,1,0,222,43
0,10,0,1,8,6,0,0,0,218,44,-176,14,3,0,0,0,203,56
1,39,3,1,10,6,1,1,1,220,62,4456,14,3,0,0,0,196,40
0,15,2,0,7,10,1,0,0,217,60,-492,12,1,0,0,0,214,39
1,35,2,1,5,0,1,0,0,257,54,4612,11,1,0,0,0,203,44
1,15,4,0,1,5,0,0,0,238,49,-1461,20,5,1,1,0,228,34
1,58,1,1,12,9,0,1,0,204,48,2241,17,2,1,0,0,200,48
0,136,4,1,9,5,0,0,0,216,38,2986,16,0,0,0,0,154,48
1,13,0,0,6,5,0,0,0,206,46,-423,16,5,0,0,0,219,44
1,14,0,1,4,4,0,0,0,221,53,218,40,3,1,0,0,219,60
1,38,3,0,6,7,1,1,0,203,48,-1289,27,5,0,0,0,264,42
1,19,7,1,13,5,0,0,0,220,51,4491,17,1,1,0,0,186,51
1,13,0,1,7,4,0,0,0,232,36,2296,13,0,0,0,0,153,55
0,13,2,0,2,3,0,0,0,215,41,-1807,62,2,1,0,0,252,75
1,52,1,1,4,2,1,1,0,235,68,188,14,2,0,0,0,255,53
0,18,0,0,6,12,1,0,0,178,36,-5057,17,2,0,0,1,238,47
0,18,4,0,6,9,1,0,0,237,54,-815,16,2,0,0,0,244,35
1,18,4,1,4,7,0,0,0,235,58,-365,16,2,0,0,0,225,37
1,17,5,1,9,3,0,0,0,226,51,2964,17,1,1,0,0,232,41
0,14,13,1,4,4,0,1,0,235,56,362,37,3,1,0,0,226,59
0,50,4,1,4,4,1,0,0,226,52,-1300,18,2,0,1,1,211,48
1,37,4,0,8,3,0,0,0,225,45,1447,85,3,1,0,0,190,52
0,19,5,0,3,8,0,0,0,231,56,-2695,20,4,0,0,0,218,52
1,15,0,1,9,6,0,1,0,203,51,1477,10,0,0,0,0,208,48
1,37,1,0,4,7,1,0,0,210,46,-2220,14,2,0,0,0,218,60
0,12,1,1,9,4,1,1,1,226,36,3054,16,3,0,0,0,221,56
0,39,2,0,1,6,0,0,0,223,68,-1659,16,1,1,0,0,236,48
1,67,4,1,9,6,0,0,0,185,56,1311,14,9,1,0,0,232,54
1,17,4,1,8,5,1,0,0,221,55,1677,15,3,0,0,0,212,64
0,14,2,0,5,8,0,0,0,203,40,-1110,14,2,0,0,0,215,49
0,89,5,0,7,4,0,0,0,218,48,1293,14,1,0,0,0,219,55
0,12,3,0,3,9,0,0,0,181,42,-4256,17,3,1,0,0,240,52
1,12,2,0,9,2,1,0,0,253,44,3268,15,3,0,0,0,212,52
1,18,4,0,5,3,1,0,0,260,53,1027,19,3,0,0,0,219,60
0,15,1,1,4,8,0,0,0,216,48,-1892,16,1,1,0,0,211,63
1,14,3,1,6,3,0,0,0,228,44,2537,62,3,0,0,0,208,40
0,19,1,0,3,8,0,0,0,206,51,-3738,14,2,1,1,0,229,55
0,17,0,0,2,13,0,0,0,203,58,-3966,16,4,1,0,0,192,53
1,14,7,0,10,10,0,0,0,202,50,1382,20,3,0,1,0,186,29
0,17,1,1,3,6,1,1,0,230,46,-544,14,4,0,0,0,216,52
0,13,1,0,8,6,0,0,0,192,63,339,16,0,0,0,0,203,48
0,12,0,1,4,8,0,0,0,186,54,-2284,17,3,1,0,0,230,66
1,68,3,0,7,3,0,1,0,219,60,468,178,2,0,0,0,237,64
1,17,2,1,7,2,1,0,0,219,65,3098,14,2,0,1,0,213,36
1,13,1,1,12,3,0,0,0,228,58,5797,12,0,1,0,0,203,53
0,18,20,0,7,5,1,0,0,238,52,1127,41,6,0,0,0,246,54
0,18,3,0,4,4,0,0,0,213,40,-494,20,6,1,1,0,216,61
0,12,2,0,5,22,0,0,0,138,52,-7278,14,1,0,0,0,229,36
1,17,1,1,4,5,1,0,0,236,45,-859,24,3,0,0,0,237,65
1,22,6,1,6,10,0,0,0,214,52,-1761,22,4,0,0,0,238,32
0,18,2,1,4,2,0,0,0,248,60,454,14,5,1,0,0,257,48
0,46,1,0,8,11,0,0,0,234,55,39,30,2,1,0,0,180,59
1,15,8,0,9,4,0,0,0,238,56,2420,20,2,1,0,0,218,50
1,35,3,1,6,6,1,0,0,196,52,-570,146,3,0,0,0,215,46
1,21,1,1,5,2,0,1,0,240,42,1323,17,2,1,0,0,208,61
0,16,1,0,5,5,0,0,0,170,29,-3299,18,4,1,1,0,256,68
0,15,0,1,2,5,0,0,0,235,54,-1478,16,0,0,0,0,246,67
1,17,1,1,10,4,1,0,0,210,47,4165,12,1,0,1,0,197,40
1,15,2,0,6,10,0,1,0,185,47,-2558,19,1,0,0,0,229,56
1,14,3,0,7,5,0,0,0,227,39,473,16,1,0,0,0,220,32
1,15,2,1,6,3,1,0,0,238,43,1284,15,5,0,0,0,239,56
0,35,1,0,3,10,0,1,0,188,54,-3847,13,1,1,0,1,232,37
1,14,2,0,6,5,0,0,0,210,52,1136,13,3,1,0,0,198,58
1,20,3,1,7,3,1,0,0,223,44,2136,37,4,0,0,0,238,41
1,14,1,1,6,4,0,0,0,208,60,735,14,1,1,0,0,252,64
1,15,6,0,5,6,1,0,0,228,52,-441,83,1,0,0,0,233,41
1,16,1,0,6,6,1,0,0,227,46,-152,19,2,0,1,0,210,47
1,70,2,0,10,5,1,1,0,222,65,1924,11,2,0,0,0,240,42
1,16,1,0,1,2,0,0,0,229,46,-621,10,2,0,0,0,228,52
1,16,1,1,6,4,1,0,0,213,61,615,15,2,0,0,0,227,40
1,15,2,1,4,2,1,0,0,261,48,2101,19,3,0,0,0,215,56
0,22,3,0,6,10,1,0,0,210,52,-1079,16,2,0,0,0,209,68
0,10,2,0,5,11,0,0,0,231,60,-1189,17,1,1,0,0,217,38
0,14,5,0,8,9,0,0,0,218,39,-1258,36,1,1,0,0,214,68
0,17,2,1,6,8,0,0,0,158,68,-2416,15,4,1,0,0,209,68
1,25,1,1,13,5,0,0,0,218,37,4519,11,1,0,0,0,189,32
1,12,2,1,11,5,1,1,0,227,59,2276,15,1,0,0,0,213,67
1,11,4,1,16,5,1,1,0,207,58,4266,20,1,0,0,0,226,35
0,45,5,0,4,3,1,0,0,200,54,378,55,6,0,1,0,227,48
1,21,1,0,15,13,1,0,0,195,52,879,46,6,0,0,0,179,53
1,47,4,1,9,9,0,0,0,182,42,550,17,2,0,0,0,192,44
1,13,6,0,10,7,0,0,0,224,36,2064,15,1,0,0,0,191,43
1,16,3,0,7,5,0,0,0,214,40,831,15,1,1,0,0,218,61
1,16,3,1,7,2,0,0,0,222,49,2590,15,1,1,0,0,225,54
1,18,12,0,6,3,0,0,0,210,36,1434,40,0,0,0,0,215,35
1,18,1,1,10,8,0,0,0,220,42,1938,12,2,0,0,0,189,48
1,15,0,0,8,10,0,0,0,170,32,-1129,36,5,1,0,0,211,45
0,16,3,0,7,5,0,0,0,212,24,-1182,31,4,1,0,0,229,74
1,11,2,1,7,4,0,0,0,214,55,2947,12,2,0,1,0,190,60
1,17,3,1,8,5,0,0,0,242,44,1625,14,2,0,0,0,236,51
0,16,5,0,5,8,0,0,0,201,51,-934,17,4,1,0,0,216,48
1,17,2,1,9,4,1,0,0,206,75,3154,13,1,0,1,0,194,52
0,13,2,1,8,8,0,0,0,256,54,30,13,1,1,0,0,234,68
0,13,3,0,7,7,0,0,0,239,40,-1050,14,2,1,0,0,237,47
0,13,2,1,6,9,1,1,0,173,67,-1885,12,0,0,0,0,233,17
1,24,2,1,4,2,0,0,0,233,45,925,17,3,0,0,0,206,56
0,21,1,1,6,6,0,0,0,181,67,-1370,14,3,0,0,0,235,44
1,42,1,1,3,1,0,0,0,262,76,1577,15,18,1,0,0,232,56
1,16,3,0,6,3,1,0,0,225,40,1769,18,1,0,0,0,185,53
1,19,5,1,10,3,1,0,0,219,48,3619,11,3,0,0,0,222,46
1,22,2,1,3,4,0,0,0,241,64,65,12,2,1,0,0,228,57
1,16,3,1,12,6,1,0,0,208,56,4311,17,4,0,0,0,214,33
0,16,3,0,8,6,1,0,0,199,44,45,27,4,0,0,0,254,49
0,16,5,1,3,3,0,1,0,243,56,-313,13,4,1,0,0,253,62
1,11,3,1,9,7,0,0,0,244,67,3094,22,0,0,0,0,205,39
1,15,2,0,10,3,0,0,0,236,52,4879,16,1,0,0,0,162,55
0,19,3,1,9,8,1,0,0,175,56,182,16,6,0,0,0,192,48
0,14,7,0,5,7,1,1,0,251,64,-1212,15,2,0,0,0,236,48
0,40,2,1,7,6,1,1,0,209,64,-365,13,2,0,0,0,229,50
0,15,1,1,6,3,0,0,0,180,47,-24,24,4,0,0,0,238,45
1,14,2,0,4,9,1,0,0,220,44,-1190,14,1,0,0,0,208,46
1,17,2,1,7,6,0,0,0,208,36,-1800,14,4,1,0,0,245,60
0,26,2,0,2,7,0,0,0,221,53,-2442,17,2,1,0,0,262,48
0,18,3,1,4,8,0,0,0,207,34,-2816,16,5,1,0,0,232,57
1,10,0,1,9,5,1,0,0,222,54,3629,6,0,0,0,0,123,55
1,17,2,1,11,6,0,0,0,231,50,4093,19,1,1,0,0,215,42
0,36,4,0,5,6,1,0,0,228,52,26,15,2,0,0,0,190,44
1,45,4,0,2,8,1,1,0,192,62,-1949,19,3,0,0,0,190,53
1,10,3,0,4,8,0,0,0,174,55,-3860,19,0,1,1,1,253,42
0,17,1,1,10,13,0,0,0,245,41,-921,17,5,1,0,0,206,44
0,14,1,0,6,6,1,0,0,218,52,-348,15,0,0,1,0,237,40
0,15,1,0,1,5,0,0,0,193,46,-4079,17,1,1,0,0,245,53
0,22,3,0,6,5,0,0,0,232,57,936,17,2,1,1,0,221,54
0,15,4,0,3,8,0,0,0,244,48,-2115,10,2,1,1,0,222,64
1,30,2,1,8,5,1,0,0,220,43,1204,16,5,0,0,0,214,48
0,17,1,1,3,6,0,0,0,181,71,-1309,14,1,1,0,0,212,45
0,16,4,1,6,5,0,0,0,237,59,1212,14,4,1,0,0,196,60
0,14,2,0,2,11,0,0,0,178,45,-5040,47,4,0,0,0,202,80
1,18,4,1,6,0,1,0,0,244,64,2532,17,1,0,0,0,223,56
1,35,3,1,10,5,1,1,1,244,50,3863,17,2,0,0,0,197,49
0,14,1,0,5,10,0,1,0,226,60,-2545,13,4,1,0,0,247,56
1,16,2,1,4,6,0,0,0,225,50,-517,16,2,1,0,0,244,45
0,18,6,0,6,7,0,0,0,205,51,-3288,44,5,1,1,1,229,52
1,18,7,1,5,2,0,1,0,207,47,818,15,6,1,0,0,224,57
0,20,2,1,9,6,1,0,0,186,48,312,18,3,0,0,0,215,54
1,18,7,1,7,2,0,0,0,216,49,1496,17,6,0,0,0,225,44
1,16,3,1,11,4,1,0,0,214,54,3586,16,1,0,0,0,180,46
0,12,2,0,5,7,0,0,0,229,53,-33,14,3,1,0,0,200,40
1,15,4,1,8,9,0,0,0,202,45,390,25,0,1,0,0,193,46
1,15,4,0,4,6,0,0,0,164,44,-1295,19,1,1,0,0,213,56
0,57,2,1,6,3,0,0,0,203,44,534,17,1,1,0,0,248,45
0,9,0,0,2,11,1,0,0,215,51,-4780,15,3,0,0,0,214,52
0,14,1,1,4,6,0,0,0,243,52,668,14,1,1,0,0,223,48
0,13,0,0,6,12,0,0,0,209,40,-2954,15,2,0,0,0,206,55
0,17,4,1,3,11,0,0,0,221,57,-3903,15,4,1,0,0,239,47
1,16,5,1,5,1,0,0,0,255,57,2004,22,1,1,0,0,213,66
0,11,2,0,1,8,0,0,0,216,49,-5048,18,0,1,0,0,268,53
0,37,3,0,3,3,0,0,0,187,67,597,16,2,1,0,0,212,45
0,16,4,1,10,7,1,1,0,168,56,-503,17,2,0,0,0,191,50
0,90,2,0,7,6,0,0,0,189,45,-376,13,3,1,0,0,220,45
1,15,4,0,7,5,1,1,0,208,54,1162,14,4,0,0,0,193,40
1,24,2,1,12,2,1,0,0,206,72,5831,19,4,0,0,0,197,48
1,14,4,1,8,8,0,0,1,215,74,1917,19,2,1,0,0,202,50
1,17,2,1,9,1,1,0,0,209,43,3222,15,3,0,0,0,218,47
0,13,2,0,4,9,0,0,0,216,44,-3148,16,2,1,0,0,220,56
0,15,2,0,6,9,1,0,0,198,50,-2399,15,1,0,0,0,222,48
0,14,2,0,4,7,0,1,0,213,53,946,15,3,1,0,0,222,44
1,18,2,0,3,3,0,1,1,221,64,2533,38,1,1,0,0,198,44
0,14,1,0,4,12,0,0,0,212,46,-4680,15,1,1,1,0,220,64
1,20,5,1,10,7,1,0,0,225,36,1348,38,5,0,1,0,224,68
1,17,2,1,9,5,0,0,0,230,59,2763,13,1,1,0,0,194,56
1,17,2,1,7,7,1,0,0,220,48,-808,15,3,0,0,0,234,60
0,15,5,0,4,7,1,0,0,184,52,-2791,14,6,0,0,0,238,49
0,13,1,0,3,6,0,0,0,190,51,-1199,48,1,1,0,0,203,50
1,13,0,1,12,5,1,0,0,195,67,2712,13,1,0,0,0,195,58
0,18,3,0,4,10,0,0,0,181,44,-4266,13,6,1,0,0,245,52
1,20,4,1,11,6,0,1,0,239,52,3380,16,6,0,0,0,197,52
1,41,3,1,11,3,1,0,0,223,36,3648,17,0,0,0,0,209,68
1,17,2,1,6,3,0,0,0,234,68,2320,17,2,0,0,0,207,44
0,15,1,0,2,6,0,0,0,223,57,-1754,17,2,0,0,0,228,66
1,35,2,1,6,6,1,1,0,229,80,411,8,1,0,0,0,213,47
1,82,2,1,12,3,1,0,0,191,63,3965,12,3,0,0,0,182,52
0,14,1,0,1,10,0,0,0,212,75,-3441,13,4,1,0,0,229,54
1,13,3,0,6,10,1,0,0,198,43,-1864,17,3,0,0,0,205,48
1,14,2,1,9,3,0,0,1,239,40,3653,17,1,0,1,1,193,50
1,15,4,1,7,6,0,1,0,233,39,1449,51,1,1,0,0,206,42
0,17,4,0,2,5,0,0,0,241,60,-1782,17,4,1,0,0,251,72
0,13,2,1,5,7,1,1,0,205,64,-1711,17,4,0,0,0,241,56
1,17,4,0,5,6,0,0,0,221,43,322,18,3,0,0,0,203,37
0,14,1,1,5,8,0,0,0,199,45,-2277,14,4,1,0,0,257,64
1,40,6,0,4,4,0,0,0,223,60,310,19,5,1,0,0,223,54
0,15,3,0,5,7,0,0,0,237,46,-404,15,2,1,1,0,215,53
0,18,1,0,7,8,0,0,0,209,55,-706,18,4,1,0,0,200,55
0,17,8,1,7,8,1,1,0,239,63,651,17,6,0,0,0,217,48
1,15,3,1,6,3,0,0,0,212,40,784,15,2,0,0,0,224,91
0,18,3,1,3,5,1,0,0,227,44,-1966,13,3,0,1,0,247,48
1,38,2,0,6,10,0,1,0,211,56,-2651,15,3,1,0,0,240,51
0,15,2,0,3,7,0,0,0,229,60,-1731,82,1,1,0,0,238,63
0,17,1,1,4,2,0,0,0,226,56,1255,15,3,0,0,0,253,45
1,86,2,0,5,6,0,0,0,203,60,569,15,2,1,0,0,181,60
0,20,4,1,10,6,0,0,0,222,55,2326,16,4,0,0,0,188,56
0,13,2,1,5,4,0,1,0,257,73,1369,19,4,1,0,0,233,43
1,15,6,0,4,4,1,0,0,231,61,-261,59,1,0,1,0,231,56
0,33,2,0,1,4,0,0,0,258,64,11,14,13,1,1,0,227,52
1,20,3,0,10,6,1,0,0,215,48,1120,15,1,0,0,0,226,64
0,17,3,0,1,6,0,0,0,235,57,-1887,17,4,1,0,0,228,52
0,16,1,0,5,7,0,0,0,210,50,-155,21,3,0,0,0,191,54
1,14,2,1,7,2,0,0,0,226,47,1931,16,2,0,0,0,219,52
1,94,3,1,9,7,1,0,1,206,61,1896,14,2,0,0,1,215,48
0,15,2,1,5,4,0,0,0,219,55,501,13,1,1,0,0,196,52
0,19,3,0,4,7,0,1,0,192,63,-1271,17,8,0,0,0,233,37
1,15,1,0,4,8,0,0,0,217,40,-2811,17,2,1,0,0,224,56
0,12,2,1,6,6,1,0,0,217,36,-1070,15,0,0,0,0,254,58
1,45,1,0,8,7,0,0,0,185,40,-559,15,4,0,1,0,215,49
1,35,4,1,13,8,0,0,1,235,40,3202,24,6,1,0,0,189,48
0,21,4,1,5,6,0,0,0,228,58,731,20,4,0,1,0,203,47
0,103,1,0,2,5,1,0,0,199,52,-2497,13,3,0,0,0,211,60
0,13,1,1,6,11,0,0,0,191,32,-4853,16,1,0,0,1,230,59
0,34,7,1,2,3,0,1,0,230,64,-164,19,3,1,0,0,236,55
0,21,2,1,3,9,0,0,0,205,42,-3954,18,7,1,0,1,254,56
0,16,1,0,7,7,1,0,0,229,43,176,10,1,0,0,0,200,38
0,12,0,0,1,6,1,0,0,232,48,-2720,52,2,0,1,0,247,57
0,24,3,0,6,5,0,0,0,225,68,226,52,4,1,1,0,239,64
0,12,0,1,7,8,1,0,0,231,48,-2215,13,0,0,1,2,206,62
0,16,5,1,6,3,1,0,0,236,52,1071,18,3,0,0,0,254,71
0,14,3,0,3,11,0,0,0,190,52,-4534,11,5,1,0,0,228,47
1,20,7,0,7,4,0,0,0,199,49,287,31,4,0,0,0,209,52
1,13,2,1,10,3,1,1,0,230,52,4064,11,3,0,0,0,195,40
1,43,3,1,10,3,1,1,1,248,56,5475,19,2,0,0,0,217,48
0,18,6,0,8,5,0,0,0,226,55,2070,18,4,0,0,0,214,55
0,61,2,0,3,10,0,0,0,163,48,-5293,31,2,0,0,0,236,63
0,15,2,0,2,8,0,0,0,203,52,-4231,17,5,1,0,0,248,69
1,13,2,1,7,6,0,0,0,204,60,1563,16,3,0,0,0,178,56
1,18,5,0,9,12,0,0,0,222,52,-978,16,5,1,0,0,213,49
0,16,1,0,9,10,0,0,0,191,52,-1625,13,5,0,0,0,229,34
0,17,4,0,7,7,0,0,0,194,54,-255,23,1,1,0,0,194,50
0,17,6,1,5,5,1,0,0,219,48,-578,21,2,0,0,0,240,60
0,18,3,1,2,13,1,0,0,201,52,-5683,19,5,0,0,0,270,49
0,11,0,1,5,9,0,0,0,195,41,-1492,19,2,0,0,0,218,22
0,18,2,0,8,13,0,0,0,180,48,-3056,17,4,0,0,0,223,38
0,16,2,0,3,6,0,0,0,204,70,-1857,19,2,1,1,0,252,53
1,15,3,0,3,5,1,0,0,220,72,-2042,15,2,0,1,1,232,24
1,18,4,1,6,1,1,0,0,234,47,2647,13,3,0,0,0,217,64
0,28,2,0,3,7,0,0,0,201,56,-5011,22,1,0,0,1,244,52
1,16,1,1,8,1,0,1,2,223,39,4343,29,4,0,0,0,190,75
0,39,0,0,3,6,0,0,0,226,44,-192,59,3,1,1,0,191,39
1,19,2,0,9,5,1,0,0,209,52,3066,15,4,0,0,0,177,31
1,23,2,1,13,3,0,0,0,235,50,4694,14,1,1,1,0,196,59
0,14,1,0,3,6,0,0,0,200,48,-3968,15,1,1,1,1,243,76
1,18,7,1,8,6,1,0,0,223,59,786,17,2,0,0,0,220,44
1,15,5,1,7,2,0,0,0,219,56,2444,16,2,1,0,0,242,52
1,18,4,1,8,9,0,0,0,218,60,691,20,4,0,0,0,192,40
1,11,1,0,4,9,1,0,0,209,40,-2820,134,3,0,0,0,229,40
1,14,4,0,4,5,1,0,0,240,68,246,16,4,0,0,0,227,43
1,12,0,0,7,8,0,0,0,211,43,-864,13,3,0,0,0,226,52
1,21,3,0,3,4,1,0,0,226,57,-858,21,3,0,0,0,239,44
0,15,4,0,3,6,0,0,0,217,35,-1775,35,3,0,0,0,215,56
0,17,3,1,10,7,1,0,0,230,53,1455,19,4,0,0,0,247,48
1,17,5,0,1,4,0,0,0,242,52,-1878,22,2,1,0,0,262,56
1,17,5,0,4,3,1,0,1,233,56,2755,39,2,0,1,0,197,52
1,30,3,1,13,7,1,0,0,225,53,3003,13,1,0,0,0,200,57
1,16,2,1,10,6,1,0,0,223,39,1894,12,4,0,0,0,203,48
0,44,5,1,9,8,1,0,0,210,46,-522,16,0,0,1,1,190,46
1,13,3,0,8,5,1,0,0,215,67,1992,12,3,0,0,0,211,44
1,16,1,0,7,7,0,0,0,213,41,-1256,17,2,1,1,0,226,62
0,36,4,0,5,7,0,0,0,220,41,-1127,13,2,0,0,0,226,52
0,38,5,1,3,6,1,1,0,209,48,-1186,21,3,0,0,0,230,54
0,14,4,1,9,6,1,1,0,190,41,-1328,37,4,0,0,1,227,41
0,18,3,1,6,7,0,0,0,193,34,-1818,19,2,1,0,0,246,61
0,15,0,1,8,9,0,0,0,217,32,-1228,11,1,0,0,0,191,47
0,15,4,1,2,7,1,0,0,211,49,-2638,16,1,0,0,0,244,42
1,13,1,0,7,6,0,0,0,181,48,41,11,2,1,1,0,206,52
1,19,4,1,10,6,1,0,0,228,51,1446,18,5,0,0,0,216,63
0,15,1,0,4,9,0,0,0,229,49,-2782,15,1,1,0,0,235,62
0,57,3,0,4,6,0,0,0,218,44,-310,17,4,1,0,0,192,67
0,18,2,1,4,5,0,0,0,219,64,699,16,2,1,0,0,200,66
0,41,2,0,2,7,1,0,0,232,68,-2785,22,3,0,1,0,228,55
0,34,5,0,6,9,0,0,0,219,48,-1681,19,4,0,0,0,241,41
0,48,3,1,6,4,0,0,0,197,36,-189,13,1,0,1,0,244,28
1,16,3,0,6,4,1,0,0,240,66,791,16,2,0,0,0,234,49
0,16,2,0,6,7,1,0,0,220,33,-1248,17,3,0,0,1,191,34
0,16,5,1,12,3,1,0,0,234,40,4188,19,1,0,1,0,207,52
1,18,3,0,10,4,0,0,0,249,55,3301,17,3,1,0,0,213,40
0,13,1,1,2,6,0,0,0,225,50,-2944,16,0,1,0,0,231,49
