blueWins,blueFirstBlood,blueKills,blueDeaths,blueDragons,blueHeralds,blueTowersDestroyed,blueGoldDiff,redDragons,redHeralds,redTowersDestroyed,blueKDA,redKDA,visionControlDiff,CSDiff
1,0,4,1,0,0,0,1219,1,0,0,8.0,0.25,1.6666666666666665,-10
1,0,6,7,0,0,0,533,0,1,0,1.7142857142857142,2.8333333333333335,6.5,-6
1,1,12,8,0,0,0,1355,1,0,0,2.875,1.25,4.666666666666667,14
0,0,5,12,0,0,0,-3176,1,0,0,0.75,5.8,37.333333333333336,-19
1,1,13,4,0,1,1,3967,0,0,0,7.0,0.6923076923076923,-2.666666666666667,-12
1,0,6,4,0,0,0,2091,1,0,0,3.25,1.5,2.8333333333333335,58
0,1,12,3,1,1,1,5767,0,0,0,9.0,0.75,7.0,32
1,1,12,6,0,0,0,2974,0,0,0,4.666666666666667,1.4166666666666667,15.333333333333334,28
1,0,5,10,0,1,0,-2368,1,0,0,1.0,3.8,-2.0,-25
1,1,8,5,0,1,1,3438,1,0,0,3.2,1.125,-45.5,30
1,1,10,5,0,1,0,2461,1,0,0,4.6,1.0,-1.666666666666667,14
1,0,6,4,0,1,1,3163,1,0,0,3.0,1.6666666666666667,-8.0,14
0,1,5,5,0,0,0,-95,1,0,0,2.6,2.8,3.0,19
0,0,1,9,0,0,0,-5654,1,1,1,0.1111111111111111,20.0,-3.5,-35
0,1,8,9,1,0,0,-696,0,0,0,1.5555555555555556,1.875,-1.0,-5
1,1,5,3,1,0,0,1308,0,0,0,3.6666666666666665,1.6,6.5,10
0,0,4,8,0,0,0,-2376,1,0,0,1.125,5.25,-3.9,-6
1,1,6,7,0,0,0,-3179,0,1,2,2.0,2.6666666666666665,7.5,-47
0,0,3,4,0,1,0,-444,1,0,0,2.5,4.0,8.142857142857142,29
1,1,8,6,1,0,1,2989,0,0,0,2.5,2.0,-4.0,78
0,0,6,6,0,0,0,-1134,1,0,0,2.1666666666666665,2.5,-11.25,-15
1,0,8,10,1,0,0,-862,0,0,0,1.9,3.25,-23.5,3
1,0,0,6,1,0,0,-2696,0,0,0,0.0,15.0,-2.2045454545454546,11
0,1,4,9,0,0,0,-4843,1,1,1,0.5555555555555556,6.5,-32.666666666666664,-27
1,1,13,8,0,1,0,2348,1,0,0,3.5,0.9230769230769231,-10.5,23
0,0,2,6,0,0,0,-2939,0,0,0,0.6666666666666666,6.5,1.025,-44
1,1,10,3,0,1,0,3168,0,0,0,6.0,0.8,-0.583333333333333,6
0,1,9,6,0,0,0,2200,1,0,0,2.6666666666666665,1.5555555555555556,17.75,2
0,0,6,7,0,0,0,-1219,1,1,0,2.0,2.8333333333333335,-8.666666666666668,-77
0,1,2,7,0,0,0,-2240,1,0,0,0.7142857142857143,4.5,3.833333333333333,-55
1,0,1,8,0,1,0,-2855,1,0,0,0.125,16.0,-12.714285714285715,-2
1,1,11,2,1,0,0,5887,0,0,0,11.5,0.36363636363636365,1.0,61
1,1,5,4,1,1,1,2115,0,0,0,2.5,1.6,1.0,-12
1,0,5,8,1,0,0,-1668,0,0,0,0.875,3.6,-7.5,23
0,1,8,12,0,0,0,-1829,1,0,0,0.9166666666666666,3.5,-7.0,0
0,0,6,9,0,0,0,-1989,0,0,0,1.0,3.0,9.8,-11
1,0,6,2,1,1,0,1519,0,0,0,7.0,0.6666666666666666,9.5,4
1,1,8,4,1,1,0,2627,0,0,0,4.0,1.0,-0.75,18
1,1,8,4,1,0,0,2198,0,1,0,4.0,0.875,0.0,-5
0,1,10,14,1,0,0,-2437,0,0,0,1.2142857142857142,3.0,-2.5,14
0,0,10,15,0,0,0,-3075,1,1,0,1.4,3.1,-2.25,-2
1,0,12,7,1,0,0,1824,0,0,0,4.142857142857143,1.0833333333333333,9.25,6
1,1,6,3,0,0,0,2171,0,0,0,4.666666666666667,1.3333333333333333,3.9666666666666663,11
1,0,11,8,0,1,1,2700,0,0,0,3.5,1.5454545454545454,-4.5,-9
0,0,6,8,1,0,0,-588,0,0,0,1.75,3.0,-3.5,-11
0,0,3,16,0,1,0,-6887,1,0,0,0.5,11.666666666666666,-2.5,-88
1,0,5,4,1,0,0,1170,0,0,0,2.5,1.8,-0.916666666666667,35
0,1,4,5,1,1,0,-342,0,0,0,1.8,2.5,2.0833333333333335,-1
1,1,9,11,0,0,0,1235,1,0,0,2.272727272727273,2.888888888888889,-16.5,4
1,0,4,7,1,0,0,-1080,0,0,0,1.5714285714285714,3.25,34.666666666666664,-11
1,0,6,6,0,0,0,1371,1,0,0,1.8333333333333333,2.1666666666666665,1.5,43
1,1,2,4,1,0,0,-944,0,0,0,0.75,4.5,-5.0,-9
0,0,3,12,0,0,0,-3640,1,0,0,0.4166666666666667,9.333333333333334,-6.5,-18
0,0,7,12,0,1,0,-3825,1,0,0,1.25,4.0,-3.0,-52
1,0,6,4,1,0,0,598,0,1,0,3.5,0.8333333333333334,-2.333333333333333,11
1,1,14,8,0,1,1,4266,1,0,0,4.25,1.2857142857142858,0.5,25
0,1,7,8,1,0,0,-28,0,0,0,1.875,2.5714285714285716,11.0,-16
1,1,11,6,1,0,0,2647,0,0,0,4.5,1.1818181818181819,45.0,37
0,0,7,11,1,0,0,-1565,0,0,0,1.5454545454545454,4.142857142857143,-28.5,40
1,1,16,5,1,1,0,3667,0,0,0,6.8,0.6875,14.0,-33
1,1,4,5,0,0,0,-450,0,0,0,1.2,2.75,-4.666666666666667,35
0,0,4,7,0,1,0,-1108,1,0,0,1.0,5.0,-6.5,-5
1,0,10,6,0,0,0,1093,0,0,0,4.5,1.0,14.4,-33
0,0,7,8,0,0,0,-982,1,0,0,2.125,2.5714285714285716,9.833333333333334,3
0,1,6,5,0,0,0,109,1,0,0,3.0,2.0,23.5,1
1,0,9,5,0,0,0,1166,0,0,0,4.0,1.0,2.0,2
0,0,7,6,1,0,0,-370,0,1,0,2.3333333333333335,1.8571428571428572,25.0,-34
1,1,6,4,1,0,0,656,0,0,0,2.25,1.5,-3.25,11
1,0,5,2,0,0,0,1421,1,0,0,6.5,1.2,15.333333333333332,14
0,1,8,5,0,0,0,1176,1,0,0,3.0,1.375,0.9285714285714284,15
0,0,2,7,0,0,0,-6869,1,1,2,0.7142857142857143,6.5,-3.0,-80
0,1,5,9,0,0,0,-1117,1,0,0,1.2222222222222223,4.4,9.5,19
1,1,5,6,1,1,1,1895,0,0,0,1.8333333333333333,2.4,2.5,37
1,1,6,3,0,1,0,936,1,0,0,4.333333333333333,1.0,-34.25,-32
0,0,2,7,0,0,0,-1257,1,0,0,0.5714285714285714,8.5,25.666666666666668,27
0,1,7,7,0,0,0,267,1,1,0,2.142857142857143,2.2857142857142856,-4.0,6
0,0,5,4,1,0,0,131,0,0,0,2.75,1.8,1.166666666666666,7
0,0,6,6,1,0,1,2139,0,1,0,2.1666666666666665,1.8333333333333333,32.5,16
1,0,7,6,1,0,0,525,0,0,0,3.0,1.7142857142857142,6.25,-24
0,1,10,3,1,0,1,4335,0,1,0,8.0,0.7,7.5,11
1,1,13,3,0,1,0,4184,0,0,0,8.666666666666666,0.38461538461538464,-7.333333333333334,45
1,1,12,5,0,1,0,3362,0,0,0,5.0,0.9166666666666666,-3.833333333333333,32
0,0,1,7,0,0,0,-2534,0,0,0,0.2857142857142857,14.0,29.5,-8
1,1,15,4,0,1,0,4805,1,0,0,6.75,0.5333333333333333,10.333333333333334,-1
1,1,11,9,1,0,0,1259,0,0,0,2.4444444444444446,1.7272727272727273,14.0,49
0,1,7,5,0,0,0,1299,0,0,0,3.6,1.4285714285714286,-7.0,8
0,0,3,5,0,1,0,-1592,1,0,0,1.0,2.6666666666666665,-9.5,-22
1,1,6,3,1,0,0,1360,0,0,0,4.0,1.0,-12.666666666666668,21
1,0,5,5,0,0,0,-866,1,0,0,2.0,1.6,-1.0666666666666669,-40
1,0,8,5,0,0,0,3634,0,0,0,3.4,1.5,5.5,87
1,1,4,3,0,0,0,1401,0,0,0,3.0,1.75,-10.0,39
0,0,2,11,0,0,0,-4192,1,0,0,0.36363636363636365,10.0,-1.6999999999999993,-31
1,1,12,5,0,0,0,4641,1,0,0,5.0,0.8333333333333334,-2.0,20
0,1,9,6,1,0,0,2253,0,0,0,3.0,1.0,10.333333333333332,22
1,1,7,2,1,1,0,3203,0,0,0,8.0,0.5714285714285714,19.666666666666668,49
1,1,8,1,1,1,1,4656,0,0,0,13.0,0.125,6.0,23
1,1,7,6,1,0,0,161,0,0,0,2.5,2.4285714285714284,-1.0,-8
1,0,6,6,0,0,0,-65,1,0,0,2.6666666666666665,2.0,2.916666666666667,-20
0,0,5,7,0,0,0,-2539,0,0,1,1.4285714285714286,2.4,1.5,-17
1,1,6,10,0,0,0,-2623,1,0,0,1.4,4.166666666666667,4.0,-40
1,1,11,4,1,0,0,2724,0,0,0,7.0,1.0,-3.333333333333332,-5
1,1,7,2,1,0,0,2177,0,0,0,9.5,0.2857142857142857,-7.5,-41
0,0,5,11,0,0,0,-2840,0,0,0,0.8181818181818182,4.4,-8.0,-3
0,0,5,6,0,1,0,-2718,1,0,0,1.8333333333333333,2.8,-2.0,-52
0,1,6,8,1,0,0,-2783,0,1,2,1.5,2.1666666666666665,-1.4000000000000004,-56
0,0,8,12,0,0,0,-939,1,0,0,1.6666666666666667,3.375,-15.166666666666668,1
0,0,4,10,0,0,0,-3770,0,0,0,0.7,5.5,5.333333333333334,-43
0,1,4,11,0,0,0,-3442,0,0,0,0.6363636363636364,6.75,1.0,-12
1,1,10,6,0,1,0,3236,0,0,0,3.3333333333333335,0.9,-1.125,48
1,1,7,8,0,0,0,382,0,0,0,2.0,2.857142857142857,2.25,1
1,1,6,5,0,0,0,2135,0,0,0,2.4,1.8333333333333333,3.0,48
0,0,6,7,0,1,0,-524,1,0,0,0.8571428571428571,3.0,7.083333333333334,37
1,1,4,10,1,0,0,-3033,0,0,0,1.1,5.75,1.0,-26
0,0,3,7,1,0,0,-3441,0,1,0,0.8571428571428571,5.333333333333333,0.04999999999999982,-29
1,1,9,3,1,0,0,3360,0,0,0,6.333333333333333,0.5555555555555556,0.0,25
1,1,16,3,1,0,1,8553,0,0,0,10.333333333333334,0.3125,11.0,91
1,1,7,9,0,0,0,-571,1,0,0,1.7777777777777777,3.0,-4.0,-3
0,0,6,8,0,0,0,-2027,1,1,0,1.375,2.8333333333333335,-7.0,-10
1,1,3,4,0,0,0,-29,1,0,0,2.5,2.6666666666666665,14.8,23
0,0,5,5,1,0,0,-709,0,1,0,2.2,1.6,-9.0,-43
1,1,7,5,0,0,0,707,1,0,0,2.2,1.1428571428571428,6.0,10
0,1,6,3,0,0,0,2435,0,0,0,3.3333333333333335,1.0,31.0,21
0,1,9,4,0,0,0,2627,0,0,0,5.25,0.6666666666666666,-5.166666666666667,33
1,1,12,5,1,0,0,1968,0,0,0,4.6,0.6666666666666666,-11.0,-25
0,0,1,3,0,0,0,-665,1,0,0,0.6666666666666666,6.0,-20.1,5
1,0,1,10,0,1,0,-2930,0,0,0,0.2,27.0,-71.0,23
0,0,2,10,0,1,0,-5821,1,0,1,0.2,10.5,-39.6,-46
1,1,2,7,1,1,0,-2497,0,0,0,0.8571428571428571,9.5,3.75,-41
1,1,15,3,1,1,2,8863,0,0,0,13.0,0.3333333333333333,14.0,68
0,0,3,7,0,0,0,-1823,1,0,0,0.5714285714285714,5.333333333333333,-8.5,-15
1,0,4,3,0,1,0,1147,1,0,0,2.3333333333333335,1.5,15.666666666666664,23
0,0,4,11,1,1,0,-4177,0,0,0,0.5454545454545454,8.0,0.6000000000000001,-20
1,0,6,9,1,0,0,-2600,0,1,1,1.4444444444444444,2.6666666666666665,0.0,-14
1,1,10,4,1,0,0,2696,0,0,0,4.25,0.8,12.5,31
1,1,8,5,1,1,0,3413,0,0,0,2.0,1.5,3.25,128
0,0,0,10,0,0,0,-5369,1,1,0,0.0,20.0,7.333333333333334,-57
0,1,7,6,1,0,0,-153,0,0,0,3.0,1.8571428571428572,0.5,-34
0,0,1,9,0,0,0,-5031,0,0,0,0.2222222222222222,15.0,0.666666666666667,-51
1,0,2,5,0,0,0,-1461,1,0,0,1.0,5.5,2.3499999999999996,-33
0,0,3,5,0,0,0,-522,1,0,0,1.6,2.3333333333333335,1.0,1
0,1,6,3,1,0,0,257,0,0,0,4.0,0.5,4.2,-62
0,1,6,2,0,0,0,1496,1,0,0,6.0,1.1666666666666667,-2.5,15
0,0,9,12,0,0,0,-1354,0,0,0,1.8333333333333333,3.888888888888889,-12.333333333333334,11
0,1,5,6,0,0,0,-683,0,0,0,2.1666666666666665,2.2,2.0,-40
0,0,1,8,0,0,0,-6892,1,1,1,0.25,20.0,2.0,-64
0,0,4,9,0,0,0,-2163,1,0,0,1.2222222222222223,6.75,-5.2,-5
0,0,4,7,1,0,0,-4462,0,0,0,1.2857142857142858,3.5,28.5,-103
1,1,6,11,0,0,0,-2059,0,0,0,1.2727272727272727,4.166666666666667,1.0909090909090908,-29
1,0,5,7,0,0,0,-1682,1,0,0,1.0,3.2,39.333333333333336,0
1,1,12,2,1,1,1,8027,0,0,0,11.0,0.4166666666666667,4.375,132
1,1,2,1,0,0,0,995,0,0,0,6.0,1.0,2.457142857142857,14
1,1,5,2,1,0,0,1012,0,0,0,5.5,0.6,-8.0,12
0,0,9,10,0,0,0,-1287,0,0,0,2.1,2.111111111111111,5.833333333333334,-11
0,1,8,6,0,0,0,359,0,0,0,2.5,1.5,-5.666666666666666,-21
1,0,10,8,0,0,0,803,0,0,0,2.875,2.1,32.166666666666664,-1
0,0,2,9,1,0,0,-3426,0,0,0,0.4444444444444444,9.5,-2.0,6
1,1,4,4,0,0,0,1315,0,1,0,2.0,2.0,-5.0,52
1,1,9,8,0,0,0,1171,0,0,0,2.375,2.111111111111111,0.666666666666667,18
1,0,9,5,1,0,0,3970,0,0,0,3.0,1.1111111111111112,4.0,75
1,0,5,7,0,0,1,482,1,0,0,1.2857142857142858,2.4,18.75,8
0,1,4,7,0,1,0,-2090,1,0,0,0.7142857142857143,3.5,8.416666666666666,-29
1,1,10,6,0,0,0,2052,0,0,0,3.5,1.0,-1.0,6
1,0,8,3,0,0,0,3770,1,0,0,5.666666666666667,0.625,2.666666666666666,18
0,1,6,7,0,0,0,-849,1,0,0,2.142857142857143,2.3333333333333335,8.5,-7
1,1,8,7,0,1,1,1656,1,0,0,2.0,1.625,0.0,-11
0,0,5,11,0,0,0,-2328,1,0,0,0.7272727272727273,4.8,-3.333333333333333,-4
1,1,6,0,1,0,0,4677,0,0,0,9.0,0.0,12.666666666666668,50
1,0,4,3,1,0,0,724,0,1,0,2.6666666666666665,1.75,-44.0,27
1,1,5,3,0,1,0,1154,1,0,0,3.3333333333333335,1.2,9.428571428571429,-13
0,0,6,2,1,0,0,919,0,0,0,6.5,0.6666666666666666,7.0,-28
1,0,7,7,0,0,0,160,0,0,0,2.0,1.7142857142857142,4.25,27
0,1,7,7,1,0,0,-347,0,0,0,2.142857142857143,2.5714285714285716,10.0,-26
1,0,5,1,0,0,0,3122,1,0,0,10.0,0.4,8.75,66
0,1,3,4,0,0,0,-761,0,1,0,1.0,3.0,-3.0,25
0,0,3,14,1,0,0,-6445,0,1,0,0.2857142857142857,9.333333333333334,-9.0,-24
1,1,5,5,0,0,0,262,1,0,0,1.8,2.4,9.5,16
1,1,8,7,0,1,0,1014,1,0,0,1.7142857142857142,1.5,4.9,23
0,1,4,6,0,0,0,-1022,1,1,0,1.3333333333333333,3.25,-3.5,-13
0,0,5,11,0,0,0,-4907,1,0,1,0.9090909090909091,3.8,14.066666666666668,-58
0,0,8,5,0,0,0,1978,0,0,0,3.2,1.5,-12.0,39
0,1,12,10,0,0,0,1032,0,0,0,3.2,1.5833333333333333,1.0,-5
1,0,4,2,0,1,0,2799,1,0,0,3.5,1.25,-14.200000000000001,51
0,1,4,8,1,0,0,-2967,0,0,0,1.125,3.75,-13.5,-51
0,1,3,4,1,0,0,-1770,0,1,0,1.0,2.6666666666666665,-2.5,-23
1,1,6,5,1,0,0,1825,0,0,0,2.2,2.1666666666666665,-21.5,37
1,0,9,4,1,0,0,2764,0,0,0,4.25,0.7777777777777778,8.0,46
1,0,10,8,0,0,0,1324,0,1,0,2.375,1.6,-7.666666666666667,12
1,1,9,7,0,0,0,2690,1,0,0,2.5714285714285716,1.7777777777777777,-10.0,53
1,0,10,6,1,0,0,1520,0,0,0,4.5,1.4,1.0999999999999996,1
1,0,6,7,0,1,0,-830,0,0,0,1.4285714285714286,2.0,31.5,-8
0,1,3,9,1,0,0,-4147,0,0,0,0.5555555555555556,5.333333333333333,-0.5,-37
1,0,4,5,1,0,0,-947,0,0,0,1.0,3.0,2.75,19
0,0,5,10,1,0,0,-3695,0,1,0,1.2,3.6,3.666666666666667,-89
0,0,7,6,0,0,0,-1252,0,1,0,2.1666666666666665,1.7142857142857142,-1.733333333333333,-47
1,1,7,4,0,0,0,1371,0,0,0,3.75,1.1428571428571428,35.25,-20
1,1,7,5,1,1,0,1767,0,0,0,3.0,1.2857142857142858,11.333333333333334,24
1,1,9,5,0,0,0,1605,1,1,0,3.6,1.0,4.0,2
1,1,13,3,1,0,2,8532,0,0,0,8.666666666666666,0.38461538461538464,3.25,83
1,1,7,9,0,0,0,-753,0,0,0,2.0,2.142857142857143,3.0,-8
1,1,9,2,1,1,0,4446,0,0,0,8.5,0.6666666666666666,14.0,45
0,0,4,8,0,0,0,-3142,0,1,0,1.375,6.25,0.33333333333333304,-27
1,0,5,8,0,0,0,-2695,0,0,0,1.125,3.6,-1.0,-25
0,0,4,8,0,0,0,-4603,1,1,1,1.0,4.75,-4.25,-37
0,1,12,9,1,0,0,1454,0,0,0,2.4444444444444446,1.9166666666666667,11.0,25
0,0,5,4,1,0,0,-312,0,0,0,2.5,1.8,-5.5,-14
0,1,6,5,0,0,0,-491,1,0,0,2.2,1.5,-31.0,-26
0,0,5,4,0,0,0,124,1,1,0,3.0,1.8,-6.166666666666667,-17
0,1,8,11,0,1,0,-1008,1,0,0,1.6363636363636365,2.25,-11.25,2
1,0,7,5,1,0,0,1121,0,0,0,3.4,1.2857142857142858,0.5,-18
0,0,6,13,0,0,0,-2154,0,0,0,0.8461538461538461,4.333333333333333,0.0,-10
1,0,5,9,0,0,0,-1711,1,1,0,1.3333333333333333,4.2,-1.0,30
0,1,13,7,1,0,0,1144,0,0,0,3.857142857142857,1.0769230769230769,3.6666666666666665,-26
1,1,11,4,1,0,0,2414,0,0,0,5.25,0.8181818181818182,-5.666666666666667,6
0,0,7,10,0,0,0,-2627,0,0,0,1.5,3.7142857142857144,13.5,-66
1,0,3,5,1,1,0,-353,0,0,0,1.0,3.0,-2.0,29
0,0,7,5,0,0,0,1232,1,0,0,2.8,1.1428571428571428,1.833333333333333,0
1,1,4,4,1,1,0,1071,0,0,0,1.75,2.0,6.214285714285714,46
1,0,10,6,1,0,0,2233,0,0,0,3.3333333333333335,1.5,14.833333333333332,2
1,1,6,0,1,0,0,4376,0,0,0,11.0,0.0,-10.0,54
1,0,6,1,0,0,0,1931,0,0,0,10.0,0.3333333333333333,5.5,-17
1,1,11,5,0,0,0,2669,1,1,0,4.4,0.8181818181818182,8.0,61
1,1,10,4,1,0,0,2596,0,0,0,5.25,0.9,4.25,-28
1,0,9,6,0,0,0,1081,1,0,0,2.5,1.5555555555555556,-11.0,8
0,1,4,6,0,0,0,-2523,1,0,0,1.0,3.0,6.5,-55
0,1,5,3,0,0,0,1207,1,1,0,3.6666666666666665,1.8,-14.0,14
1,0,5,3,1,0,0,1106,0,0,0,3.0,0.8,11.5,6
1,0,4,3,1,0,0,-266,0,1,0,3.3333333333333335,1.75,-5.5,-29
1,0,6,2,1,0,0,1069,0,0,0,6.0,0.6666666666666666,0.5657894736842106,-3
0,0,7,8,1,0,0,1710,0,0,0,1.375,1.8571428571428572,0.0,54
0,0,7,8,0,0,0,-100,1,0,0,1.75,2.5714285714285716,-10.666666666666668,10
1,1,3,5,0,0,0,-556,1,0,0,1.0,2.6666666666666665,27.0,-20
1,1,11,9,0,0,0,-274,0,0,0,2.2222222222222223,1.6363636363636365,6.0,-56
0,0,6,9,0,0,0,-554,1,1,0,1.0,3.0,-0.916666666666667,26
0,1,4,6,0,0,0,-542,1,0,0,1.1666666666666667,2.5,-0.25,-11
1,0,8,5,0,0,0,1753,0,0,0,3.8,1.375,-18.3,10
0,1,3,6,0,0,0,-1718,0,1,0,0.8333333333333334,4.666666666666667,-3.0,-4
0,1,5,9,1,0,0,-1980,0,0,0,0.8888888888888888,4.0,2.8000000000000007,-9
0,0,3,6,0,1,0,-645,1,0,0,0.8333333333333334,3.6666666666666665,5.75,5
1,0,7,6,0,0,0,-1174,0,0,0,1.8333333333333333,1.5714285714285714,-1.666666666666667,-16
0,1,10,9,0,0,0,1179,0,0,0,2.2222222222222223,2.0,-8.0,0
1,1,8,5,1,0,0,1308,0,1,0,3.4,1.5,34.0,-28
0,1,10,7,1,0,0,1340,0,0,0,2.4285714285714284,1.1,-1.5,-3
0,1,3,6,0,0,0,-983,1,0,0,1.0,5.666666666666667,2.0,-9
1,1,5,3,1,1,0,855,0,0,0,2.3333333333333335,1.4,-12.0,50
0,0,8,6,0,1,1,3023,1,0,0,3.0,1.625,3.666666666666667,22
0,0,8,8,0,0,0,-426,0,0,0,2.0,2.0,4.1,4
1,1,12,7,1,1,0,1991,0,0,0,3.142857142857143,1.1666666666666667,3.0,31
1,1,8,4,1,0,0,3149,0,0,0,3.75,0.625,-7.0,18
0,1,1,9,0,0,0,-5214,0,1,1,0.1111111111111111,19.0,-4.0,-24
1,0,4,4,0,0,0,-763,1,0,0,2.0,3.25,-2.6999999999999993,-40
0,0,3,7,0,0,0,-2129,1,0,0,0.8571428571428571,6.333333333333333,1.5,-8
1,0,11,4,1,0,0,2361,0,0,0,5.25,0.9090909090909091,1.5,-17
0,1,6,8,1,0,0,-1209,0,0,0,1.25,2.5,-3.5,-45
1,0,5,5,0,1,0,1046,1,0,0,2.4,2.2,0.916666666666667,13
0,0,4,7,0,1,0,-1809,1,0,0,1.1428571428571428,4.5,-5.166666666666666,-11
0,1,5,9,0,0,0,-2286,1,0,0,1.1111111111111112,3.2,-9.0,-67
1,0,13,7,0,0,0,3079,1,0,0,3.4285714285714284,1.0769230769230769,12.333333333333332,22
1,0,4,10,1,0,0,-3101,0,0,0,0.8,4.5,33.0,-63
1,1,5,3,1,0,0,713,0,0,0,4.0,1.0,11.9375,-5
1,1,5,3,0,0,0,1108,1,1,0,4.0,0.8,-7.0,-8
1,0,10,3,1,0,0,4747,0,0,0,5.0,0.8,6.0,64
1,1,10,4,1,0,0,3160,0,0,0,5.25,1.0,1.1,26
0,1,2,6,0,0,0,-2377,1,0,0,0.6666666666666666,5.5,-3.133333333333333,-44
1,1,7,6,0,1,0,1254,1,0,0,2.1666666666666665,1.2857142857142858,3.5,4
1,0,12,2,1,0,0,5784,0,0,0,15.0,0.3333333333333333,10.333333333333334,66
1,0,4,2,0,0,0,1019,1,0,0,2.5,1.0,8.4,28
1,1,10,8,1,0,0,2520,0,1,0,2.375,1.5,10.6,62
1,1,5,3,1,0,0,1184,0,0,0,3.6666666666666665,1.2,-17.0,20
1,1,12,3,0,0,0,4089,1,0,0,8.666666666666666,0.5833333333333334,3.583333333333333,34
0,1,8,8,0,0,0,-1300,1,0,0,2.125,2.0,-2.5,-57
1,1,9,8,0,0,0,32,0,0,0,2.0,1.8888888888888888,8.0,-26
1,1,7,3,0,0,1,2690,0,1,0,4.333333333333333,0.8571428571428571,2.25,-26
1,0,8,2,1,0,0,2282,0,0,0,9.5,0.5,2.0,-20
0,1,9,8,1,0,0,-896,0,0,0,2.5,1.7777777777777777,0.8666666666666671,-49
1,1,7,5,0,0,0,2873,1,0,0,3.2,2.0,-14.083333333333332,53
0,0,5,7,0,0,0,-1960,1,0,1,1.2857142857142858,3.0,2.25,-15
1,1,9,6,1,0,0,2673,0,0,0,2.1666666666666665,1.8888888888888888,29.333333333333336,60
1,1,6,6,0,0,0,1091,1,1,0,2.8333333333333335,3.0,14.0,-11
1,0,5,9,1,0,0,-2755,0,0,0,0.7777777777777778,4.0,2.5,-25
0,0,8,10,0,0,0,-905,1,0,0,1.6,2.75,4.0,-10
0,0,7,10,0,0,0,-2046,0,0,0,1.1,2.857142857142857,3.5,-15
1,0,4,1,1,0,0,1527,0,0,0,7.0,0.25,3.166666666666667,29
1,0,9,5,0,0,0,1975,1,0,0,3.4,1.1111111111111112,3.5000000000000004,3
0,0,7,11,0,0,0,-1739,1,0,0,1.3636363636363635,3.857142857142857,1.166666666666667,1
0,1,7,1,0,0,1,4939,0,0,0,12.0,0.14285714285714285,-143.0,36
0,1,4,7,0,0,0,-717,1,0,0,0.8571428571428571,3.75,-12.0,-10
0,0,10,12,0,0,0,-1567,0,0,0,1.6666666666666667,2.5,0.666666666666667,-16
1,1,7,1,1,0,0,3650,0,0,0,19.0,0.2857142857142857,1.5555555555555554,9
0,1,6,11,0,0,0,-2930,1,0,0,1.0,3.1666666666666665,7.0,-5
0,0,5,17,0,0,0,-5290,1,0,0,0.47058823529411764,6.2,-5.0,-23
0,1,8,4,1,0,0,2957,0,0,0,4.0,1.25,-1.583333333333333,45
0,1,3,3,0,0,0,-66,0,0,0,2.0,3.0,9.333333333333332,-4
1,1,7,3,0,0,0,1713,0,0,0,5.0,1.2857142857142858,-11.25,-13
1,0,6,4,0,1,0,1784,1,0,0,2.75,1.1666666666666667,0.7999999999999998,11
1,1,7,6,0,0,0,214,0,0,0,2.3333333333333335,1.5714285714285714,4.142857142857142,-4
0,0,5,7,0,0,0,-3214,1,1,0,1.2857142857142858,3.4,3.0,-62
1,1,5,0,1,1,1,4062,0,0,0,10.0,0.0,-7.5,27
1,1,11,5,1,1,1,4296,0,0,0,3.4,1.2727272727272727,17.333333333333332,85
1,1,7,5,0,1,0,319,1,0,0,2.8,1.2857142857142858,-10.666666666666666,-23
1,0,1,6,0,0,0,-2217,1,0,0,0.16666666666666666,12.0,-2.0,-15
0,0,3,3,1,0,0,-916,0,0,0,2.3333333333333335,2.6666666666666665,0.20000000000000018,2
1,1,2,1,0,1,0,982,1,0,0,4.0,1.0,-1.5,15
0,0,12,10,0,0,0,993,0,0,0,3.4,1.8333333333333333,-0.25,14
1,0,6,6,1,0,0,-912,0,1,0,2.3333333333333335,3.0,-0.047619047619047894,-59
1,1,11,3,1,0,0,4538,0,0,0,8.0,0.5454545454545454,9.0,30
0,1,6,6,0,0,0,-1761,1,1,1,1.8333333333333333,1.6666666666666667,21.333333333333332,-13
1,0,7,9,0,1,0,-1826,1,0,0,1.6666666666666667,2.857142857142857,-12.833333333333332,8
0,0,3,8,0,0,0,-1967,1,0,0,0.75,6.333333333333333,5.2,-2
0,0,1,6,0,0,0,-2984,1,0,0,0.3333333333333333,16.0,2.0,-4
0,0,6,8,0,0,0,94,1,0,0,1.125,2.6666666666666665,-10.333333333333332,25
1,1,7,6,0,1,0,-206,1,0,0,2.6666666666666665,2.2857142857142856,8.533333333333333,-3
0,0,3,7,1,0,0,-2588,0,0,1,0.8571428571428571,3.3333333333333335,74.0,11
0,0,10,5,0,1,1,5113,1,0,0,3.8,1.0,6.666666666666666,73
0,1,5,3,1,0,0,586,0,0,0,3.6666666666666665,1.2,-1.0,12
0,1,8,6,1,0,0,-577,0,0,0,2.8333333333333335,1.375,-4.5,-45
1,1,10,2,1,1,3,4380,0,0,1,8.5,0.6,14.0,9
0,0,4,7,0,0,0,-2858,1,0,0,0.7142857142857143,4.0,-1.0,-58
1,0,3,5,0,0,0,-712,1,0,0,1.0,4.666666666666667,-1.0,19
0,1,7,10,0,0,0,-2526,1,1,1,1.8,3.0,2.2380952380952386,11
1,1,7,9,1,0,0,-222,0,0,0,1.4444444444444444,3.0,4.5,1
